,make,model,year,trim,mileage,price,monthly_payment,status,link
1056,Dodge,Journey,2018,SE,"22,606 miles","$22,990",['$441/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2436938
1057,Kia,Soul,2016,base,"83,408 miles","$13,990",['$285/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2250203
1058,Kia,Optima,2015,base,"58,442 miles","$19,590",['$385/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2415623
1059,Kia,Forte,2018,LX,"83,156 miles","$15,990",['$330/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2455130
1060,Kia,Sportage,2019,LX,"78,941 miles","$19,990",['$388/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2343878
1061,Kia,Soul,2020,LX,"33,752 miles","$20,990",['$405/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2037430
1062,Dodge,Journey,2015,Crossroad,"47,197 miles","$19,990",['$392/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2306403
1063,Dodge,Charger,2015,SXT,"65,374 miles","$24,590",['$474/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2450423
1064,Dodge,Grand,2016,AVP,"80,595 miles","$16,990",['$348/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2425097
1065,Dodge,Charger,2012,R/T,"51,129 miles","$22,990",['$449/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2417147
1066,Kia,Forte,2017,LX,"76,331 miles","$15,590",['$305/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2284356
1067,Dodge,Ram,2009,SLT 6 1/4 ft,"72,940 miles","$21,590",['$418/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2429894
1068,Kia,Forte,2017,LX,"59,506 miles","$15,990",['$318/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2332411
1069,Dodge,Grand,2017,SE,"93,704 miles","$16,590",['$336/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2373093
1070,Kia,Sorento,2017,LX,"93,172 miles","$19,590",['$400/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2429315
1071,Dodge,Journey,2015,Crossroad,"51,498 miles","$20,990",['$417/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2471270
1072,Kia,Soul,2014,+,"33,103 miles","$18,990",['$378/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2467363
1073,Kia,Soul,2015,base,"85,863 miles","$13,990",['$285/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2363422
1074,Dodge,Durango,2014,Limited,"67,721 miles","$24,990",['$482/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2380825
1075,Kia,Rio,2017,LX,"51,481 miles","$14,990",['$297/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2380238
1076,Kia,Sportage,2013,LX,"55,416 miles","$16,590",['$323/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2300592
1077,Dodge,Grand,2014,AVP,"17,028 miles","$19,990",['$394/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2476075
1078,Dodge,Journey,2018,SE,"50,765 miles","$19,990",['$387/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2296858
1079,Dodge,Charger,2015,SXT,"60,196 miles","$23,990",['$453/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2471987
1080,Dodge,Durango,2013,SXT,"33,911 miles","$22,990",['$439/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2466465
1081,Kia,Sorento,2017,LX,"63,477 miles","$20,590",['$408/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2371589
1082,Dodge,Durango,2014,SXT,"92,904 miles","$21,990",['$451/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2376477
1083,Kia,Rio,2018,LX,"88,871 miles","$14,990",['$319/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2302357
1084,Kia,Soul,2013,+,"67,941 miles","$14,990",['$302/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2385889
1085,Kia,Soul,2018,base,"40,454 miles","$17,590",['$351/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2306251
1086,Kia,Soul,2015,base,"59,694 miles","$15,590",['$314/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2353208
1087,Dodge,Charger,2014,SE,"101,435 miles","$15,990",['$352/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2456956
1088,Kia,Sorento,2014,EX,"25,554 miles","$23,990",['$470/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/1981646
1089,Kia,Sportage,2013,LX,"78,958 miles","$15,590",['$315/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/1988315
1090,Kia,Sorento,2015,LX,"49,152 miles","$18,990",['$377/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2286286
1091,Dodge,Durango,2014,Limited,"82,939 miles","$24,990",['$519/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2461191
1092,Kia,Soul,2014,+,"51,123 miles","$16,590",['$337/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2405481
1093,Kia,Optima,2016,Limited,"100,359 miles","$19,990",['$408/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2461509
1094,Dodge,Durango,2015,Limited,"98,190 miles","$23,990",['$490/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2366786
1095,Kia,Niro,2017,FE,"90,365 miles","$18,590",['$381/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2469949
1096,Dodge,Grand,2019,GT,"79,801 miles","$20,990",['$417/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2475639
1097,Kia,Seltos,2021,LX,"21,305 miles","$26,990",['$507/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2419304
1098,Kia,Forte,2017,LX,"73,706 miles","$15,990",['$318/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2262712
1099,Kia,Telluride,2021,EX,"35,458 miles","$45,590",['$795/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2388731
1100,Dodge,Challenger,2014,R/T,"43,780 miles","$28,990",['$565/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2234979
1101,Dodge,Charger,2021,SXT,"22,636 miles","$30,990",['$591/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2363988
1102,Kia,Optima,2012,Hybrid,"67,949 miles","$16,990",['$356/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2435696
1103,Dodge,Journey,2018,SE,"28,302 miles","$21,990",['$429/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2348160
1104,Dodge,Grand,2018,SXT,"89,648 miles","$17,990",['$369/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2234935
1105,Dodge,Journey,2018,SE,"72,462 miles","$18,990",['$375/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2163567
1106,Kia,Sportage,2019,LX,"26,919 miles","$23,990",['$466/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2455112
1107,Dodge,Challenger,2014,SXT,"79,189 miles","$20,590",['$405/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2445158
1108,Dodge,Dart,2016,GT,"69,922 miles","$17,990",['$356/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2306380
1109,Kia,Telluride,2021,LX,"30,212 miles","$38,990",['$732/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2370414
1110,Kia,Soul,2019,base,"55,141 miles","$17,990",['$355/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2349785
1111,Dodge,Grand,2017,GT,"96,433 miles","$18,990",['$394/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2456977
1112,Kia,Niro,2019,LX,"55,596 miles","$24,990",['$487/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2453501
1113,Kia,Forte,2018,LX,"17,332 miles","$18,590",['$365/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2248191
1114,Dodge,Journey,2016,Crossroad Plus,"91,212 miles","$16,990",['$350/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2119036
1115,Dodge,Avenger,2013,SXT,"103,111 miles","$12,990",['$310/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2397301
1116,Kia,Niro,2022,LX,"10,548 miles","$31,990",['$599/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2488819
1117,Dodge,Journey,2018,SE,"32,922 miles","$20,990",['$410/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2355359
1118,Dodge,Journey,2014,SXT,"105,393 miles","$14,990",['$354/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2358076
1119,Kia,Soul,2018,base,"7,705 miles","$19,990",['$390/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2485012
1120,Kia,Niro,2017,EX,"36,540 miles","$23,990",['$467/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2055688
1121,Dodge,Durango,2012,Crew,"78,797 miles","$20,590",['$405/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2321130
1122,Kia,Rio,2015,LX,"72,989 miles","$14,590",['$309/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2432872
1123,Kia,Optima,2015,LX,"101,137 miles","$15,590",['$327/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2367791
1124,Kia,Optima,2019,EX,"46,465 miles","$23,990",['$467/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2470639
1125,Kia,Cadenza,2015,Premium,"49,086 miles","$20,990",['$417/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2460100
1126,Kia,Optima,2013,EX Hybrid,"101,942 miles","$16,590",['$361/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2460265
1127,Dodge,Grand,2018,SXT,"58,835 miles","$22,590",['$442/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2433955
1128,Kia,Rio,2015,LX,"58,072 miles","$14,990",['$307/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2414804
1129,Kia,Forte,2013,EX,"102,064 miles","$12,990",['$314/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2265330
1130,Kia,Rio,2016,LX,"64,882 miles","$13,990",['$284/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2268325
1131,Kia,Sedona,2015,SX,"70,936 miles","$21,990",['$430/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2230585
1132,Kia,Sorento,2013,SX,"101,175 miles","$16,990",['$355/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2440022
1133,Kia,Rio,2010,LX,"88,923 miles","$10,590",['$255/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2403977
1134,Dodge,Grand,2017,SXT,"98,052 miles","$16,990",['$350/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2335233
1135,Dodge,Journey,2015,AVP,"96,176 miles","$15,590",['$340/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2446049
1136,Kia,Sportage,2017,SX,"60,212 miles","$23,990",['$468/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2468992
1137,Kia,Soul,2018,base,"13,263 miles","$19,590",['$383/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2304196
1138,Dodge,Journey,2018,SE,"64,745 miles","$19,990",['$393/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2390267
1139,Kia,Forte,2020,GT-Line,"18,889 miles","$24,990",['$484/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2448574
1140,Dodge,Charger,2019,R/T,"25,299 miles","$37,590",['$705/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2474438
1141,Kia,Forte,2019,LXS,"39,262 miles","$21,590",['$422/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2455149
1142,Kia,Sorento,2012,LX,"79,705 miles","$16,590",['$339/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2448255
1143,Kia,Forte,2021,LXS,"17,674 miles","$22,990",['$450/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2302819
1144,Kia,Soul,2011,+,"56,166 miles","$13,990",['$288/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2185352
1145,Kia,Forte,2018,LX,"40,894 miles","$17,990",['$354/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2350517
1146,Kia,Soul,2016,base,"77,273 miles","$14,990",['$304/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2252951
1147,Kia,Optima,2019,S,"63,209 miles","$22,990",['$450/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2454173
1148,Dodge,Challenger,2013,SXT,"88,498 miles","$18,990",['$394/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2444123
1149,Kia,Optima,2014,LX,"90,166 miles","$15,590",['$326/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2356962
1150,Kia,Soul,2018,base,"58,472 miles","$16,590",['$333/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2251791
1151,Kia,Soul,2015,+,"49,959 miles","$17,990",['$360/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2457399
1152,Dodge,Charger,2014,SE,"96,733 miles","$16,990",['$354/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2352567
1153,Dodge,Challenger,2015,SXT,"61,724 miles","$23,990",['$468/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2456399
1154,Kia,Optima,2016,LX Turbo,"97,354 miles","$16,990",['$354/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2397475
1155,Kia,Optima,2013,LX,"88,152 miles","$14,990",['$315/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2247100
1156,Kia,Sedona,2016,SX,"65,953 miles","$23,990",['$472/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2462333
1157,Dodge,Journey,2016,Crossroad Plus,"40,748 miles","$22,990",['$454/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2433067
1158,Dodge,Grand,2020,SXT,"56,593 miles","$24,990",['$494/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2392722
1159,Dodge,Journey,2018,SXT,"105,087 miles","$17,590",['$362/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2354759
1160,Dodge,Grand,2018,GT,"62,439 miles","$22,590",['$446/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2260259
1161,Kia,Sedona,2014,EX,"44,491 miles","$17,590",['$352/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2471977
1162,Dodge,Grand,2014,SE,"11,976 miles","$23,990",['$472/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2360829
1163,Dodge,Ram,2009,Laramie 6 1/4 ft,"92,545 miles","$19,990",['$403/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2402354
1164,Dodge,Dart,2013,Rallye,"92,588 miles","$13,590",['$323/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2340416
1165,Kia,Sorento,2016,LX,"95,456 miles","$17,990",['$374/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2428243
1166,Dodge,Charger,2015,R/T,"103,733 miles","$24,590",['$499/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2269529
1167,Kia,Sorento,2016,L,"43,594 miles","$22,590",['$441/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2362877
1168,Kia,Soul,2017,base,"30,128 miles","$18,590",['$365/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2295074
1169,Dodge,Charger,2012,SE,"70,723 miles","$16,990",['$342/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2439903
1170,Dodge,Challenger,2012,SXT,"59,972 miles","$20,990",['$412/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2369702
1171,Kia,Soul,2020,LX,"35,539 miles","$21,990",['$429/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2300929
1172,Dodge,Charger,2015,SXT,"91,573 miles","$21,990",['$447/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2437087
1173,Kia,Optima,2019,LX,"52,652 miles","$20,590",['$408/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2277746
1174,Dodge,Challenger,2016,R/T Shaker,"38,835 miles","$33,990",['$648/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2468969
1175,Kia,Forte,2021,LXS,"7,905 miles","$23,990",['$454/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2422044
1176,Kia,Sorento,2018,LX,"71,727 miles","$20,990",['$416/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2278154
1177,Dodge,Grand,2017,SE,"84,565 miles","$17,990",['$373/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2420638
1178,Kia,Forte5,2016,LX,"46,948 miles","$16,590",['$332/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2421037
1179,Kia,Sportage,2019,LX,"44,942 miles","$22,990",['$452/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2387261
1180,Kia,Sorento,2017,LX,"86,496 miles","$18,990",['$393/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2452698
1181,Kia,Forte,2019,LXS,"33,606 miles","$21,990",['$433/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2427130
1182,Kia,Forte,2020,GT-Line,"16,783 miles","$23,990",['$469/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2280008
1183,Kia,Soul,2015,!,"91,963 miles","$16,990",['$358/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2354667
1184,Kia,Sportage,2018,LX,"68,232 miles","$19,990",['$397/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2089227
1185,Dodge,Charger,2014,SXT,"49,655 miles","$22,990",['$465/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2462052
1186,Kia,Sorento,2017,EX,"50,954 miles","$24,990",['$490/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2364279
1187,Dodge,Journey,2017,GT,"75,104 miles","$19,990",['$401/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2359773
1188,Dodge,Dart,2014,GT,"44,272 miles","$17,990",['$358/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2408553
1189,Kia,Niro,2017,LX,"62,617 miles","$21,990",['$434/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2435445
1190,Dodge,Dart,2016,SXT,"101,717 miles","$14,990",['$323/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2435405
1191,Dodge,Charger,2017,SE,"72,651 miles","$22,990",['$454/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2466705
1192,Dodge,Journey,2018,SE,"91,000 miles","$16,990",['$353/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2190487
1193,Kia,Optima,2015,LX,"70,291 miles","$15,990",['$327/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/1977847
1194,Dodge,Grand,2010,SXT,"55,429 miles","$15,990",['$368/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2440398
1195,Dodge,Journey,2020,SE Value,"43,572 miles","$22,990",['$452/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2362341
1196,Kia,Cadenza,2014,Limited-SXL,"86,740 miles","$16,990",['$358/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2469512
1197,Dodge,Journey,2012,American Value Package,"83,953 miles","$13,990",['$335/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2413315
1198,Dodge,Challenger,2016,SXT,"83,791 miles","$22,990",['$470/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2436991
1199,Kia,Optima,2015,base,"95,105 miles","$16,590",['$350/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2468263
1200,Kia,Sportage,2013,LX,"48,001 miles","$17,990",['$364/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2383654
1201,Dodge,Grand,2014,SE 30th Anniversary,"66,875 miles","$17,990",['$346/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2324964
1202,Kia,Forte,2015,LX,"75,834 miles","$13,990",['$270/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2293703
1203,Dodge,Grand,2019,GT,"75,075 miles","$18,990",['$360/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2307977
1204,Kia,Optima,2020,LX,"59,289 miles","$20,990",['$397/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2407495
1205,Dodge,Charger,2019,Scat Pack,"20,603 miles","$45,990",['$807/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2468623
1206,Dodge,Charger,2015,SXT,"39,871 miles","$26,990",['$523/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2477953
1207,Kia,Sedona,2019,EX,"47,458 miles","$29,590",['$567/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2217789
1208,Dodge,Durango,2019,R/T,"30,325 miles","$43,990",['$788/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2326841
1209,Dodge,Challenger,2018,SRT Hellcat Widebody,456 miles,"$75,990",['$1315/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2462966
1210,Dodge,Durango,2021,SXT,"29,106 miles","$34,990",['$672/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2373622
1211,Kia,K5,2021,EX,"21,061 miles","$33,590",['$639/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2467959
1212,Dodge,Charger,2021,Scat Pack,"17,678 miles","$51,990",['$901/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2434584
1213,Kia,Sportage,2022,LX,"7,254 miles","$27,990",['$539/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2340097
1214,Dodge,Challenger,2015,SXT Plus,"64,779 miles","$25,990",['$514/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2369631
1215,Kia,Telluride,2020,S,"32,918 miles","$39,990",['$766/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2403227
1216,Dodge,Journey,2020,SE Value,"8,932 miles","$26,590",['$513/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2271575
1217,Dodge,Challenger,2021,R/T Scat Pack,"9,798 miles","$48,990",['$861/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2468458
1218,Kia,Forte,2019,LXS,"63,835 miles","$19,990",['$397/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2448428
1219,Kia,Rio,2020,S,"42,475 miles","$18,590",['$351/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2455957
1220,Dodge,Charger,2020,Scat Pack Widebody,"28,875 miles","$50,990",['$884/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2371579
1221,Dodge,Durango,2017,GT,"81,020 miles","$25,990",['$518/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2277704
1222,Dodge,Charger,2021,GT,"7,259 miles","$37,990",['$720/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2441961
1223,Kia,Stinger,2022,GT-Line,"3,490 miles","$43,990",['$779/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2412663
1224,Kia,Carnival,2022,LX w/Seat Pkg,"10,769 miles","$44,590",['$797/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2310668
1225,Dodge,Charger,2021,GT,"7,321 miles","$35,990",['$683/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2352506
1226,Kia,Telluride,2022,S,"7,680 miles","$47,990",['$843/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2307057
1227,Dodge,Durango,2018,SXT,"31,213 miles","$29,990",['$573/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2159030
1228,Dodge,Charger,2020,SXT,"13,550 miles","$32,990",['$627/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2471083
1229,Kia,K5,2021,GT-Line,"22,298 miles","$30,990",['$600/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2380185
1230,Dodge,Grand,2019,SXT,"58,404 miles","$22,990",['$453/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2270408
1231,Dodge,Durango,2012,Citadel,"13,563 miles","$22,990",['$450/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2475823
1232,Dodge,Dart,2016,GT,"70,868 miles","$18,990",['$384/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2449246
1233,Kia,Optima,2016,base,"31,755 miles","$22,590",['$440/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2445362
1234,Kia,Optima,2011,EX,"85,996 miles","$14,590",['$315/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2283534
1235,Dodge,Durango,2015,Limited,"90,142 miles","$23,990",['$490/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2412546
1236,Dodge,Charger,2017,SE,"90,555 miles","$21,990",['$451/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2422975
1237,Kia,Sorento,2016,EX,"78,662 miles","$19,990",['$398/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2481191
1238,Kia,Sedona,2016,LX,"85,498 miles","$18,990",['$397/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2415475
1239,Kia,Soul,2011,!,"93,323 miles","$13,990",['$311/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2378377
1240,Kia,Sedona,2017,LX,"100,086 miles","$18,990",['$393/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2477573
1241,Kia,Forte,2014,EX,"82,276 miles","$14,590",['$310/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2278879
1242,Kia,Sorento,2014,EX,"85,685 miles","$17,590",['$355/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2349616
1243,Dodge,Charger,2015,SXT,"92,107 miles","$21,990",['$451/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2456650
1244,Kia,Sportage,2011,LX,"89,342 miles","$14,990",['$358/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2463372
1245,Kia,Optima,2018,EX,"64,080 miles","$20,990",['$416/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2463527
1246,Kia,Optima,2019,LX,"45,667 miles","$21,990",['$433/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2324894
1247,Kia,Soul,2016,!,"12,671 miles","$21,590",['$424/mo'],[<span>Purchase in Progress</span>],www.carvana.com/vehicle/2459332
